SID,Test,TestLimb,BslDiff,Trial_num,AllStarts,AllStims,AllResponses,BinaryResponses
AFCdata_21,b,Left,2.52153948120502,1,-34,-27,r,0
AFCdata_21,b,Left,2.52153948120502,2,-38,-37,r,0
AFCdata_21,b,Left,2.52153948120502,3,69,-7,l,1
AFCdata_21,b,Left,2.52153948120502,4,57,-17,r,0
AFCdata_21,b,Left,2.52153948120502,5,20,13,l,1
AFCdata_21,b,Left,2.52153948120502,6,-52,43,l,1
AFCdata_21,b,Left,2.52153948120502,7,60,23,l,1
AFCdata_21,b,Left,2.52153948120502,8,11,3,l,1
AFCdata_21,b,Left,2.52153948120502,9,39,33,l,1
AFCdata_21,b,Left,2.52153948120502,10,51,33,l,1
AFCdata_21,b,Left,2.52153948120502,11,77,13,l,1
AFCdata_21,b,Left,2.52153948120502,12,-45,-27,r,0
AFCdata_21,b,Left,2.52153948120502,13,3,23,l,1
AFCdata_21,b,Left,2.52153948120502,14,-36,-17,l,1
AFCdata_21,b,Left,2.52153948120502,15,-52,-37,r,0
AFCdata_21,b,Left,2.52153948120502,16,20,3,l,1
AFCdata_21,b,Left,2.52153948120502,17,65,43,l,1
AFCdata_21,b,Left,2.52153948120502,18,-60,-7,l,1
AFCdata_21,b,Left,2.52153948120502,19,-8,13,l,1
AFCdata_21,b,Left,2.52153948120502,20,49,43,l,1
AFCdata_21,b,Left,2.52153948120502,21,-67,-27,r,0
AFCdata_21,b,Left,2.52153948120502,22,80,-37,r,0
AFCdata_21,b,Left,2.52153948120502,23,-20,23,l,1
AFCdata_21,b,Left,2.52153948120502,24,-43,3,l,1
AFCdata_21,b,Left,2.52153948120502,25,18,-7,l,1
AFCdata_21,b,Left,2.52153948120502,26,79,33,l,1
AFCdata_21,b,Left,2.52153948120502,27,20,-17,r,0
AFCdata_21,b,Left,2.52153948120502,28,41,23,l,1
AFCdata_21,b,Left,2.52153948120502,29,-92,-17,l,1
AFCdata_21,b,Left,2.52153948120502,30,-17,-7,l,1
AFCdata_21,b,Left,2.52153948120502,31,39,43,l,1
AFCdata_21,b,Left,2.52153948120502,32,-47,-37,r,0
AFCdata_21,b,Left,2.52153948120502,33,49,33,l,1
AFCdata_21,b,Left,2.52153948120502,34,-20,13,l,1
AFCdata_21,b,Left,2.52153948120502,35,20,-27,r,0
AFCdata_21,b,Left,2.52153948120502,36,-61,3,l,1
AFCdata_21,b,Left,2.52153948120502,37,-9,-7,l,1
AFCdata_21,b,Left,2.52153948120502,38,61,-17,l,1
AFCdata_21,b,Left,2.52153948120502,39,-31,-37,r,0
AFCdata_21,b,Left,2.52153948120502,40,48,43,l,1
AFCdata_21,b,Left,2.52153948120502,41,57,-27,r,0
AFCdata_21,b,Left,2.52153948120502,42,-28,33,l,1
AFCdata_21,b,Left,2.52153948120502,43,-16,13,l,1
AFCdata_21,b,Left,2.52153948120502,44,-37,3,r,0
AFCdata_21,b,Left,2.52153948120502,45,52,23,l,1
AFCdata_21,b,Left,2.52153948120502,46,-39,-17,r,0
AFCdata_21,b,Left,2.52153948120502,47,30,43,l,1
AFCdata_21,b,Left,2.52153948120502,48,32,-7,l,1
AFCdata_21,b,Left,2.52153948120502,49,17,33,l,1
AFCdata_21,b,Left,2.52153948120502,50,47,3,l,1
AFCdata_21,b,Left,2.52153948120502,51,33,13,l,1
AFCdata_21,b,Left,2.52153948120502,52,-31,23,l,1
AFCdata_21,b,Left,2.52153948120502,53,-47,-27,r,0
AFCdata_21,b,Left,2.52153948120502,54,-106,-37,r,0
AFCdata_21,b,Left,2.52153948120502,55,-45,-37,r,0
AFCdata_21,b,Left,2.52153948120502,56,97,23,l,1
AFCdata_21,b,Left,2.52153948120502,57,45,43,l,1
AFCdata_21,b,Left,2.52153948120502,58,33,-7,l,1
AFCdata_21,b,Left,2.52153948120502,59,-50,33,l,1
AFCdata_21,b,Left,2.52153948120502,60,2,13,l,1
AFCdata_21,b,Left,2.52153948120502,61,23,3,l,1
AFCdata_21,b,Left,2.52153948120502,62,113,-17,r,0
AFCdata_21,b,Left,2.52153948120502,63,-33,-27,r,0
AFCdata_21,b,Left,2.52153948120502,64,-34,13,l,1
AFCdata_21,b,Left,2.52153948120502,65,64,-17,l,1
AFCdata_21,b,Left,2.52153948120502,66,30,-7,r,0
AFCdata_21,b,Left,2.52153948120502,67,-12,43,l,1
AFCdata_21,b,Left,2.52153948120502,68,59,33,l,1
AFCdata_21,b,Left,2.52153948120502,69,0,-37,r,0
AFCdata_21,b,Left,2.52153948120502,70,-17,23,l,1
AFCdata_21,b,Left,2.52153948120502,71,75,-27,r,0
AFCdata_21,b,Left,2.52153948120502,72,42,3,l,1
AFCdata_21,b,Left,2.52153948120502,73,-4,33,l,1
AFCdata_21,b,Left,2.52153948120502,74,58,43,l,1
AFCdata_21,b,Left,2.52153948120502,75,-11,23,l,1
AFCdata_21,b,Left,2.52153948120502,76,31,-17,l,1
AFCdata_21,b,Left,2.52153948120502,77,-98,-7,l,1
AFCdata_21,b,Left,2.52153948120502,78,-48,13,l,1
AFCdata_21,b,Left,2.52153948120502,79,-20,-37,r,0
AFCdata_21,b,Left,2.52153948120502,80,-54,3,l,1
AFCdata_21,b,Left,2.52153948120502,81,32,-27,r,0
AFCdata_21,b,Left,2.52153948120502,82,-36,-17,r,0
