SID,Test,TestLimb,BslDiff,Trial_num,AllStarts,AllStims,AllResponses,BinaryResponses
AFCdata_22,b,Left,2.20951963159797,52,28,22,l,1
AFCdata_22,b,Left,2.20951963159797,53,44,2,r,0
AFCdata_22,b,Left,2.20951963159797,54,-24,32,l,1
AFCdata_22,b,Left,2.20951963159797,55,42,-28,r,0
AFCdata_22,b,Left,2.20951963159797,56,16,-18,r,0
AFCdata_22,b,Left,2.20951963159797,57,55,32,l,1
AFCdata_22,b,Left,2.20951963159797,58,-67,-38,r,0
AFCdata_22,b,Left,2.20951963159797,59,15,12,l,1
AFCdata_22,b,Left,2.20951963159797,60,-31,2,r,0
AFCdata_22,b,Left,2.20951963159797,61,50,22,l,1
AFCdata_22,b,Left,2.20951963159797,62,-30,42,l,1
AFCdata_22,b,Left,2.20951963159797,63,-25,-8,r,0
AFCdata_22,b,Left,2.20951963159797,64,33,-18,r,0
AFCdata_22,b,Left,2.20951963159797,65,-15,12,l,1
AFCdata_22,b,Left,2.20951963159797,66,-24,42,l,1
AFCdata_22,b,Left,2.20951963159797,67,-2,-38,r,0
AFCdata_22,b,Left,2.20951963159797,68,-3,2,r,0
AFCdata_22,b,Left,2.20951963159797,69,73,-28,r,0
AFCdata_22,b,Left,2.20951963159797,70,13,22,l,1
AFCdata_22,b,Left,2.20951963159797,71,14,-8,r,0
AFCdata_22,b,Left,2.20951963159797,72,42,32,l,1
AFCdata_22,b,Left,2.20951963159797,73,-18,32,l,1
AFCdata_22,b,Left,2.20951963159797,74,-19,-8,r,0
AFCdata_22,b,Left,2.20951963159797,75,33,-38,r,0
AFCdata_22,b,Left,2.20951963159797,76,25,12,l,1
AFCdata_22,b,Left,2.20951963159797,77,-34,-28,r,0
AFCdata_22,b,Left,2.20951963159797,78,45,42,l,1
AFCdata_22,b,Left,2.20951963159797,79,55,22,l,1
AFCdata_22,b,Left,2.20951963159797,80,-31,-18,r,0
AFCdata_22,b,Left,2.20951963159797,81,-27,2,l,1
AFCdata_22,b,Left,2.20951963159797,82,49,12,l,1
AFCdata_22,b,Left,2.20951963159797,83,-22,-8,r,0
AFCdata_22,b,Left,2.20951963159797,84,-35,-18,r,0
AFCdata_22,b,Left,2.20951963159797,85,42,2,r,0
AFCdata_22,b,Left,2.20951963159797,86,-48,-28,r,0
AFCdata_22,b,Left,2.20951963159797,87,63,42,l,1
AFCdata_22,b,Left,2.20951963159797,88,-103,-38,r,0
AFCdata_22,b,Left,2.20951963159797,89,-11,32,l,1
AFCdata_22,b,Left,2.20951963159797,90,-13,22,l,1
AFCdata_22,b,Left,2.20951963159797,91,-82,-38,r,0
AFCdata_22,b,Left,2.20951963159797,92,34,2,l,1
AFCdata_22,b,Left,2.20951963159797,93,-30,12,r,0
AFCdata_22,b,Left,2.20951963159797,94,-16,-8,r,0
AFCdata_22,b,Left,2.20951963159797,95,-26,32,l,1
AFCdata_22,b,Left,2.20951963159797,96,-22,-28,r,0
AFCdata_22,b,Left,2.20951963159797,97,-2,-18,r,0
AFCdata_22,b,Left,2.20951963159797,98,33,22,l,1
AFCdata_22,b,Left,2.20951963159797,99,85,42,l,1
AFCdata_22,b,Left,2.20951963159797,100,-19,-18,r,0
AFCdata_22,b,Left,2.20951963159797,101,-2,2,r,0
AFCdata_22,b,Left,2.20951963159797,102,-18,-38,r,0
AFCdata_22,b,Left,2.20951963159797,103,11,-8,r,0
AFCdata_22,b,Left,2.20951963159797,104,-17,12,r,0
AFCdata_22,b,Left,2.20951963159797,105,53,42,l,1
AFCdata_22,b,Left,2.20951963159797,106,78,32,l,1
AFCdata_22,b,Left,2.20951963159797,107,39,22,l,1
AFCdata_22,b,Left,2.20951963159797,108,-63,-28,r,0
AFCdata_22,b,Left,2.20951963159797,109,73,32,l,1
AFCdata_22,b,Left,2.20951963159797,110,15,12,l,1
AFCdata_22,b,Left,2.20951963159797,111,16,2,r,0
AFCdata_22,b,Left,2.20951963159797,112,-24,22,r,0
AFCdata_22,b,Left,2.20951963159797,113,-25,42,l,1
AFCdata_22,b,Left,2.20951963159797,114,80,-18,r,0
AFCdata_22,b,Left,2.20951963159797,115,-25,-8,r,0
AFCdata_22,b,Left,2.20951963159797,116,16,-28,r,0
AFCdata_22,b,Left,2.20951963159797,117,-26,-38,r,0
AFCdata_22,b,Left,2.20951963159797,118,-40,-18,r,0
AFCdata_22,b,Left,2.20951963159797,119,50,32,l,1
AFCdata_22,b,Left,2.20951963159797,120,-78,-28,r,0
AFCdata_22,b,Left,2.20951963159797,121,30,2,r,0
AFCdata_22,b,Left,2.20951963159797,122,34,-38,r,0
AFCdata_22,b,Left,2.20951963159797,123,-24,22,r,0
AFCdata_22,b,Left,2.20951963159797,124,102,12,r,0
AFCdata_22,b,Left,2.20951963159797,125,65,42,l,1
AFCdata_22,b,Left,2.20951963159797,126,92,-8,r,0
