SID,Test,TestLimb,BslDiff,Trial_num,AllStarts,AllStims,AllResponses,BinaryResponses
AFCdata_14,b,Right,-0.436604839994402,1,-19,10,l,0
AFCdata_14,b,Right,-0.436604839994402,2,-48,-40,l,0
AFCdata_14,b,Right,-0.436604839994402,3,-17,-30,l,0
AFCdata_14,b,Right,-0.436604839994402,4,24,-10,l,0
AFCdata_14,b,Right,-0.436604839994402,5,4,30,r,1
AFCdata_14,b,Right,-0.436604839994402,6,-13,-0,r,1
AFCdata_14,b,Right,-0.436604839994402,7,55,40,r,1
AFCdata_14,b,Right,-0.436604839994402,8,35,20,r,1
AFCdata_14,b,Right,-0.436604839994402,9,-71,-20,l,0
AFCdata_14,b,Right,-0.436604839994402,10,33,-40,l,0
AFCdata_14,b,Right,-0.436604839994402,11,133,40,r,1
AFCdata_14,b,Right,-0.436604839994402,12,-4,30,l,0
AFCdata_14,b,Right,-0.436604839994402,13,-26,-20,l,0
AFCdata_14,b,Right,-0.436604839994402,14,-6,-0,l,0
AFCdata_14,b,Right,-0.436604839994402,15,-19,10,l,0
AFCdata_14,b,Right,-0.436604839994402,16,47,-30,l,0
AFCdata_14,b,Right,-0.436604839994402,17,-32,-10,l,0
AFCdata_14,b,Right,-0.436604839994402,18,-17,20,r,1
AFCdata_14,b,Right,-0.436604839994402,19,-4,-0,l,0
AFCdata_14,b,Right,-0.436604839994402,20,-20,-40,l,0
AFCdata_14,b,Right,-0.436604839994402,21,4,10,l,0
AFCdata_14,b,Right,-0.436604839994402,22,35,20,r,1
AFCdata_14,b,Right,-0.436604839994402,23,26,-10,l,0
AFCdata_14,b,Right,-0.436604839994402,24,79,30,l,0
AFCdata_14,b,Right,-0.436604839994402,25,-32,-30,l,0
AFCdata_14,b,Right,-0.436604839994402,26,-1,-20,l,0
AFCdata_14,b,Right,-0.436604839994402,27,-74,40,r,1
AFCdata_14,b,Right,-0.436604839994402,28,0,-30,l,0
