SID,Test,TestLimb,BslDiff,Trial_num,AllStarts,AllStims,AllResponses,BinaryResponses
AFCdata_25,b,Right,0,1,-27,-20,l,0
AFCdata_25,b,Right,0,2,-90,0,r,1
AFCdata_25,b,Right,0,3,38,40,r,1
AFCdata_25,b,Right,0,4,-41,-40,l,0
AFCdata_25,b,Right,0,5,-13,-10,l,0
AFCdata_25,b,Right,0,6,71,-30,l,0
AFCdata_25,b,Right,0,7,-57,30,r,1
AFCdata_25,b,Right,0,8,-56,10,r,1
AFCdata_25,b,Right,0,9,-52,20,r,1
AFCdata_25,b,Right,0,10,48,20,r,1
AFCdata_25,b,Right,0,11,-10,-20,l,0
AFCdata_25,b,Right,0,12,37,-30,l,0
AFCdata_25,b,Right,0,13,12,-40,l,0
AFCdata_25,b,Right,0,14,74,30,l,0
AFCdata_25,b,Right,0,15,35,10,l,0
AFCdata_25,b,Right,0,16,-31,-10,l,0
AFCdata_25,b,Right,0,17,-29,40,r,1
AFCdata_25,b,Right,0,18,18,0,l,0
AFCdata_25,b,Right,0,19,50,40,r,1
AFCdata_25,b,Right,0,20,10,10,l,0
AFCdata_25,b,Right,0,21,17,-10,l,0
AFCdata_25,b,Right,0,22,34,0,l,0
AFCdata_25,b,Right,0,23,-55,-40,l,0
AFCdata_25,b,Right,0,24,-30,-30,l,0
AFCdata_25,b,Right,0,25,-9,20,r,1
AFCdata_25,b,Right,0,26,66,30,r,1
AFCdata_25,b,Right,0,27,42,-20,l,0
AFCdata_25,b,Right,0,28,16,30,l,0
AFCdata_25,b,Right,0,29,-33,-30,l,0
AFCdata_25,b,Right,0,30,9,0,r,1
AFCdata_25,b,Right,0,31,-6,-10,r,1
AFCdata_25,b,Right,0,32,-18,-20,r,1
AFCdata_25,b,Right,0,33,0,20,r,1
AFCdata_25,b,Right,0,34,-7,-40,l,0
AFCdata_25,b,Right,0,35,36,10,r,1
AFCdata_25,b,Right,0,36,44,40,r,1
AFCdata_25,b,Right,0,37,-24,-20,l,0
AFCdata_25,b,Right,0,38,79,40,r,1
AFCdata_25,b,Right,0,39,0,0,l,0
AFCdata_25,b,Right,0,40,49,30,r,1
AFCdata_25,b,Right,0,41,31,10,l,0
AFCdata_25,b,Right,0,42,98,20,l,0
AFCdata_25,b,Right,0,43,-10,-10,l,0
AFCdata_25,b,Right,0,44,-46,-40,l,0
AFCdata_25,b,Right,0,45,-34,-30,l,0
AFCdata_25,b,Right,0,46,-89,-30,l,0
AFCdata_25,b,Right,0,47,58,-40,l,0
AFCdata_25,b,Right,0,48,-36,30,l,0
AFCdata_25,b,Right,0,49,20,20,r,1
AFCdata_25,b,Right,0,50,-23,10,l,0
AFCdata_25,b,Right,0,51,-65,-20,l,0
AFCdata_25,b,Right,0,52,-29,0,r,1
AFCdata_25,b,Right,0,53,-56,-10,l,0
AFCdata_25,b,Right,0,54,12,40,r,1
AFCdata_25,b,Right,0,55,24,-10,l,0
AFCdata_25,b,Right,0,56,40,40,r,1
AFCdata_25,b,Right,0,57,28,20,r,1
AFCdata_25,b,Right,0,58,-36,0,l,0
AFCdata_25,b,Right,0,59,-20,10,l,0
AFCdata_25,b,Right,0,60,-40,-40,l,0
AFCdata_25,b,Right,0,61,18,-30,l,0
AFCdata_25,b,Right,0,62,30,30,r,1
AFCdata_25,b,Right,0,63,-20,-20,l,0
AFCdata_25,b,Right,0,64,-61,30,r,1
AFCdata_25,b,Right,0,65,47,-30,l,0
AFCdata_25,b,Right,0,66,-38,-40,l,0
AFCdata_25,b,Right,0,67,-0,-0,r,1
AFCdata_25,b,Right,0,68,17,20,r,1
AFCdata_25,b,Right,0,69,40,40,r,1
AFCdata_25,b,Right,0,70,55,-10,l,0
AFCdata_25,b,Right,0,71,-20,-20,l,0
AFCdata_25,b,Right,0,72,-109,10,l,0
AFCdata_25,b,Right,0,73,-12,-0,l,0
AFCdata_25,b,Right,0,74,-15,40,r,1
AFCdata_25,b,Right,0,75,52,20,l,0
AFCdata_25,b,Right,0,76,-27,-20,l,0
AFCdata_25,b,Right,0,77,-8,30,r,1
AFCdata_25,b,Right,0,78,-10,-10,l,0
AFCdata_25,b,Right,0,79,-40,-40,l,0
AFCdata_25,b,Right,0,80,-30,-30,l,0
AFCdata_25,b,Right,0,81,14,10,l,0
AFCdata_25,b,Right,0,82,37,30,r,1
AFCdata_25,b,Right,0,83,57,-10,l,0
AFCdata_25,b,Right,0,84,48,20,l,0
AFCdata_25,b,Right,0,85,-80,-30,l,0
AFCdata_25,b,Right,0,86,3,10,r,1
AFCdata_25,b,Right,0,87,47,40,r,1
AFCdata_25,b,Right,0,88,-85,-40,l,0
AFCdata_25,b,Right,0,89,-19,-20,l,0
AFCdata_25,b,Right,0,90,7,-0,l,0
AFCdata_25,b,Right,0,91,20,20,r,1
AFCdata_25,b,Right,0,92,44,10,r,1
AFCdata_25,b,Right,0,93,-40,30,r,1
AFCdata_25,b,Right,0,94,5,-0,r,1
AFCdata_25,b,Right,0,95,-17,-40,l,0
AFCdata_25,b,Right,0,96,49,-30,l,0
AFCdata_25,b,Right,0,97,-29,-20,l,0
AFCdata_25,b,Right,0,98,-9,-10,r,1
AFCdata_25,b,Right,0,99,76,40,r,1
AFCdata_25,b,Right,0,100,10,10,l,0
AFCdata_25,b,Right,0,101,-49,-20,l,0
AFCdata_25,b,Right,0,102,81,30,l,0
AFCdata_25,b,Right,0,103,-11,-40,l,0
AFCdata_25,b,Right,0,104,69,40,r,1
AFCdata_25,b,Right,0,105,-19,-0,l,0
AFCdata_25,b,Right,0,106,-17,-10,l,0
AFCdata_25,b,Right,0,107,-33,20,l,0
AFCdata_25,b,Right,0,108,-2,-30,l,0
AFCdata_25,b,Right,0,109,62,-20,l,0
AFCdata_25,b,Right,0,110,-19,-0,l,0
AFCdata_25,b,Right,0,111,-32,-10,l,0
AFCdata_25,b,Right,0,112,-20,10,l,0
AFCdata_25,b,Right,0,113,-55,-40,l,0
AFCdata_25,b,Right,0,114,41,20,r,1
AFCdata_25,b,Right,0,115,-106,-30,r,1
AFCdata_25,b,Right,0,116,7,40,r,1
AFCdata_25,b,Right,0,117,70,30,l,0
AFCdata_25,b,Right,0,118,10,-0,l,0
AFCdata_25,b,Right,0,119,-44,40,r,1
AFCdata_25,b,Right,0,120,30,10,r,1
AFCdata_25,b,Right,0,121,-62,-40,l,0
AFCdata_25,b,Right,0,122,30,30,r,1
