SID,Test,TestLimb,BslDiff,Trial_num,AllStarts,AllStims,AllResponses,BinaryResponses
AFCdata_12,a,Right,-2.27492008203615,57,47,-22,l,0
AFCdata_12,a,Right,-2.27492008203615,58,15,-12,l,0
AFCdata_12,a,Right,-2.27492008203615,59,-10,18,l,0
AFCdata_12,a,Right,-2.27492008203615,60,-49,-32,l,0
AFCdata_12,a,Right,-2.27492008203615,61,-43,-2,l,0
AFCdata_12,a,Right,-2.27492008203615,62,69,28,r,1
AFCdata_12,a,Right,-2.27492008203615,63,-46,-42,l,0
AFCdata_12,a,Right,-2.27492008203615,64,27,8,l,0
AFCdata_12,a,Right,-2.27492008203615,65,-11,-12,l,0
AFCdata_12,a,Right,-2.27492008203615,66,-27,-32,l,0
AFCdata_12,a,Right,-2.27492008203615,67,-37,-2,r,1
AFCdata_12,a,Right,-2.27492008203615,68,112,38,l,0
AFCdata_12,a,Right,-2.27492008203615,69,-47,-42,l,0
AFCdata_12,a,Right,-2.27492008203615,70,-3,28,l,0
AFCdata_12,a,Right,-2.27492008203615,71,-44,-22,l,0
AFCdata_12,a,Right,-2.27492008203615,72,50,18,l,0
AFCdata_12,a,Right,-2.27492008203615,73,32,28,r,1
AFCdata_12,a,Right,-2.27492008203615,74,89,38,l,0
AFCdata_12,a,Right,-2.27492008203615,75,-30,-32,l,0
AFCdata_12,a,Right,-2.27492008203615,76,4,-42,l,0
AFCdata_12,a,Right,-2.27492008203615,77,56,18,r,1
AFCdata_12,a,Right,-2.27492008203615,78,64,-12,l,0
AFCdata_12,a,Right,-2.27492008203615,79,-72,8,r,1
AFCdata_12,a,Right,-2.27492008203615,80,46,-22,l,0
AFCdata_12,a,Right,-2.27492008203615,81,-54,-2,r,1
AFCdata_12,a,Right,-2.27492008203615,82,-72,-2,r,1
AFCdata_12,a,Right,-2.27492008203615,83,-74,-12,r,1
AFCdata_12,a,Right,-2.27492008203615,84,38,18,r,1
AFCdata_12,a,Right,-2.27492008203615,85,-47,-22,l,0
AFCdata_12,a,Right,-2.27492008203615,86,11,-42,l,0
AFCdata_12,a,Right,-2.27492008203615,87,20,-32,l,0
AFCdata_12,a,Right,-2.27492008203615,88,-49,28,r,1
AFCdata_12,a,Right,-2.27492008203615,89,48,38,r,1
AFCdata_12,a,Right,-2.27492008203615,90,34,8,l,0
AFCdata_12,a,Right,-2.27492008203615,91,-54,-42,l,0
AFCdata_12,a,Right,-2.27492008203615,92,50,8,l,0
AFCdata_12,a,Right,-2.27492008203615,93,3,18,r,1
AFCdata_12,a,Right,-2.27492008203615,94,-37,-32,l,0
AFCdata_12,a,Right,-2.27492008203615,95,-61,-22,l,0
AFCdata_12,a,Right,-2.27492008203615,96,42,38,r,1
AFCdata_12,a,Right,-2.27492008203615,97,30,28,r,1
AFCdata_12,a,Right,-2.27492008203615,98,-47,-12,l,0
AFCdata_12,a,Right,-2.27492008203615,99,-34,-2,l,0
AFCdata_12,a,Right,-2.27492008203615,100,27,18,r,1
AFCdata_12,a,Right,-2.27492008203615,101,-42,-22,l,0
AFCdata_12,a,Right,-2.27492008203615,102,-41,28,r,1
AFCdata_12,a,Right,-2.27492008203615,103,39,8,l,0
AFCdata_12,a,Right,-2.27492008203615,104,25,-42,l,0
AFCdata_12,a,Right,-2.27492008203615,105,32,-12,l,0
AFCdata_12,a,Right,-2.27492008203615,106,36,-2,l,0
AFCdata_12,a,Right,-2.27492008203615,107,-87,-32,l,0
AFCdata_12,a,Right,-2.27492008203615,108,61,38,r,1
AFCdata_12,a,Right,-2.27492008203615,109,50,-22,l,0
AFCdata_12,a,Right,-2.27492008203615,110,10,8,l,0
AFCdata_12,a,Right,-2.27492008203615,111,-2,-12,l,0
AFCdata_12,a,Right,-2.27492008203615,112,25,-2,r,1
AFCdata_12,a,Right,-2.27492008203615,113,-10,-42,l,0
AFCdata_12,a,Right,-2.27492008203615,114,102,18,l,0
AFCdata_12,a,Right,-2.27492008203615,115,-36,-32,l,0
AFCdata_12,a,Right,-2.27492008203615,116,43,38,r,1
AFCdata_12,a,Right,-2.27492008203615,117,10,28,r,1
AFCdata_12,a,Right,-2.27492008203615,118,-16,18,r,1
AFCdata_12,a,Right,-2.27492008203615,119,-59,-12,l,0
AFCdata_12,a,Right,-2.27492008203615,120,38,-2,l,0
AFCdata_12,a,Right,-2.27492008203615,121,-44,38,r,1
AFCdata_12,a,Right,-2.27492008203615,122,37,-22,l,0
AFCdata_12,a,Right,-2.27492008203615,123,5,8,r,1
AFCdata_12,a,Right,-2.27492008203615,124,118,28,l,0
AFCdata_12,a,Right,-2.27492008203615,125,-45,-32,l,0
AFCdata_12,a,Right,-2.27492008203615,126,-108,-42,l,0
