SID,Test,TestLimb,BslDiff,StartTime,TestLen,Trial_num,AllStarts,AllStims,SelectedStims,AllResponses,BinaryResponses,Alpha_EV,Beta_EV,StartSpeeds,StimSpeeds
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,1,-105,6,0,left,1,-6.15234714183464,19.0872038337567,49,21
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,2,-107,-4,0,right,0,2.99809006372689,21.1286707518033,49,28
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,3,103,6,0,right,0,9.33230622462911,25.9479309408252,47,13
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,4,-110,16,0,left,1,6,23.2037860301127,40,14
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,5,-114,16,0,left,1,3.90982950982234,20.3960234220827,43,17
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,6,101,-4,0,left,1,-1.43371120430551,27.9109945953169,40,21
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,7,105,-24,0,right,0,0.0164971220543917,25.4226424451733,43,10
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,8,-105,-24,0,right,0,1.0598715947994,23.2659026277405,47,19
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,9,-111,26,0,left,1,0.12354940861285,21.2477527655279,42,25
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,10,106,-34,1,right,0,0.592779255063586,19.9230761863638,49,11
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,11,-104,-24,1,right,0,1.19341827235543,18.5225025726859,43,19
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,12,112,106,1,left,1,1.16333116118779,18.4087611012716,42,11
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,13,111,16,0,left,1,0.113212586604332,16.8401157696466,49,30
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,14,-105,-14,0,right,0,0.992437985637228,15.5767522480968,41,19
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,15,101,16,0,left,1,0.251015995273418,14.3805388182749,48,17
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,16,-100,-14,0,right,0,0.907182488334985,13.3941285170605,44,15
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,17,-103,-14,1,left,1,-2.34208010738525,18.7947995255049,44,26
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,18,-106,16,0,left,1,-3.02938955178304,17.6177048894245,46,16
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,19,104,16,0,left,1,-3.55928783684031,16.6523186036019,44,24
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,20,103,-24,0,right,0,-3.14177014713387,15.8552166643736,50,17
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,21,104,96,1,left,1,-3.14777818312753,15.8239913313552,48,15
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,22,113,16,0,left,1,-3.5583920515167,15.1107237466072,44,23
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,23,104,-14,1,right,0,-2.84519470218048,14.4305295686088,47,12
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,24,104,16,0,left,1,-3.17553556077869,13.8728969242021,47,26
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,25,101,-14,0,right,0,-2.59153643367471,13.3095549819102,44,26
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,26,-114,6,0,left,1,-3.24174927208901,12.8016748687995,46,27
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,27,101,6,1,right,0,-1.38437084587259,14.3477346410778,47,20
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,28,-102,-14,0,right,0,-0.938018937318416,13.7973510586951,41,14
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,29,-104,-94,1,right,0,-0.937033896340914,13.7882000816302,47,18
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,30,-112,16,0,right,0,1.27742401567094,17.4037548852357,42,15
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,31,101,26,1,right,0,3.83647627047394,23.5599135781924,47,11
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,32,102,36,0,right,0,6.81073245694603,31.7943285466712,40,15
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,33,109,46,0,left,1,6.42067995632259,30.7112809374361,50,27
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,34,-103,46,0,left,1,6.09030643245576,29.754762577443,42,26
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,35,-117,46,0,right,0,8.87918906261914,38.1455975405111,43,14
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,36,-111,-24,1,right,0,9.41803594036673,36.9708478327205,49,25
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,37,-103,56,0,left,1,9.07078846269686,35.9846115449662,49,25
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,38,-117,-94,1,right,0,9.1085233892252,35.77407716949,41,22
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,39,103,56,0,left,1,8.80377885406396,34.9057701875576,46,17
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,40,109,-34,0,right,0,9.13300005909957,34.0503366698618,47,26
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,41,100,56,0,left,1,8.86512438828756,33.3107387430746,49,24
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,42,98,-34,0,right,0,9.15643453449968,32.5779273464654,41,22
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,43,104,46,0,left,1,8.8064203422721,31.8283049790629,43,30
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,44,-103,36,1,left,1,8.34507837452634,31.0875656219684,47,24
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,45,-107,-34,0,right,0,8.60460755021819,30.487477338702,50,22
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,46,-105,-34,0,right,0,8.83707919716302,29.9423043393436,42,17
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,47,-106,46,0,left,1,8.56215957972471,29.3785096287622,41,13
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,48,-107,36,1,left,1,8.17820846975157,28.7961783795973,48,25
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,49,116,-24,0,right,0,8.50479924654443,28.2459851693436,45,11
TRTPSI_03,b,Left,-6.25203129910795,21-Jul-2022 16:15:28,719.1063971,50,105,-84,0,right,0,8.51797697164116,28.1872509742581,47,26
