SID,Test,TestLimb,BslDiff,Trial_num,AllStarts,AllStims,AllResponses,BinaryResponses
AFCdata_10,b,Left,2.24673574325291,1,66,42,l,1
AFCdata_10,b,Left,2.24673574325291,2,-85,2,r,0
AFCdata_10,b,Left,2.24673574325291,3,-39,22,l,1
AFCdata_10,b,Left,2.24673574325291,4,-7,-38,r,0
AFCdata_10,b,Left,2.24673574325291,5,-18,-8,l,1
AFCdata_10,b,Left,2.24673574325291,6,19,12,l,1
AFCdata_10,b,Left,2.24673574325291,7,12,-18,r,0
AFCdata_10,b,Left,2.24673574325291,8,5,-28,r,0
AFCdata_10,b,Left,2.24673574325291,9,16,32,l,1
AFCdata_10,b,Left,2.24673574325291,10,11,-18,r,0
AFCdata_10,b,Left,2.24673574325291,11,-7,12,l,1
AFCdata_10,b,Left,2.24673574325291,12,62,42,l,1
AFCdata_10,b,Left,2.24673574325291,13,48,-8,r,0
AFCdata_10,b,Left,2.24673574325291,14,35,-38,r,0
AFCdata_10,b,Left,2.24673574325291,15,-74,2,r,0
AFCdata_10,b,Left,2.24673574325291,16,-69,-28,r,0
AFCdata_10,b,Left,2.24673574325291,17,46,22,l,1
AFCdata_10,b,Left,2.24673574325291,18,62,32,l,1
AFCdata_10,b,Left,2.24673574325291,19,38,2,l,1
AFCdata_10,b,Left,2.24673574325291,20,-35,22,l,1
AFCdata_10,b,Left,2.24673574325291,21,-85,-38,r,0
AFCdata_10,b,Left,2.24673574325291,22,-42,12,l,1
AFCdata_10,b,Left,2.24673574325291,23,56,-18,r,0
AFCdata_10,b,Left,2.24673574325291,24,-15,-8,r,0
AFCdata_10,b,Left,2.24673574325291,25,-71,-28,r,0
AFCdata_10,b,Left,2.24673574325291,26,7,32,l,1
AFCdata_10,b,Left,2.24673574325291,27,40,42,l,1
AFCdata_10,b,Left,2.24673574325291,28,-72,-8,r,0
AFCdata_10,b,Left,2.24673574325291,29,33,32,l,1
AFCdata_10,b,Left,2.24673574325291,30,20,12,l,1
AFCdata_10,b,Left,2.24673574325291,31,-80,-18,l,1
AFCdata_10,b,Left,2.24673574325291,32,-21,-38,r,0
AFCdata_10,b,Left,2.24673574325291,33,34,22,l,1
AFCdata_10,b,Left,2.24673574325291,34,65,2,l,1
AFCdata_10,b,Left,2.24673574325291,35,-55,-28,r,0
AFCdata_10,b,Left,2.24673574325291,36,72,42,l,1
AFCdata_10,b,Left,2.24673574325291,37,-79,-38,r,0
AFCdata_10,b,Left,2.24673574325291,38,-47,2,l,1
AFCdata_10,b,Left,2.24673574325291,39,-37,42,l,1
AFCdata_10,b,Left,2.24673574325291,40,-59,-28,r,0
AFCdata_10,b,Left,2.24673574325291,41,-22,12,l,1
AFCdata_10,b,Left,2.24673574325291,42,-20,32,l,1
AFCdata_10,b,Left,2.24673574325291,43,-21,-18,r,0
AFCdata_10,b,Left,2.24673574325291,44,-33,22,l,1
AFCdata_10,b,Left,2.24673574325291,45,38,-8,r,0
AFCdata_10,b,Left,2.24673574325291,46,42,22,l,1
AFCdata_10,b,Left,2.24673574325291,47,-40,12,l,1
AFCdata_10,b,Left,2.24673574325291,48,-74,-8,r,0
AFCdata_10,b,Left,2.24673574325291,49,-17,32,l,1
AFCdata_10,b,Left,2.24673574325291,50,10,-28,l,1
AFCdata_10,b,Left,2.24673574325291,51,-7,-18,l,1
AFCdata_10,b,Left,2.24673574325291,52,-2,2,l,1
AFCdata_10,b,Left,2.24673574325291,53,-62,42,l,1
AFCdata_10,b,Left,2.24673574325291,54,-34,-38,r,0
AFCdata_10,b,Left,2.24673574325291,55,-21,22,l,1
AFCdata_10,b,Left,2.24673574325291,56,-54,-8,r,0
AFCdata_10,b,Left,2.24673574325291,57,-27,-18,r,0
AFCdata_10,b,Left,2.24673574325291,58,14,12,l,1
AFCdata_10,b,Left,2.24673574325291,59,-45,-38,r,0
AFCdata_10,b,Left,2.24673574325291,60,-22,-28,r,0
AFCdata_10,b,Left,2.24673574325291,61,12,32,l,1
AFCdata_10,b,Left,2.24673574325291,62,17,42,l,1
AFCdata_10,b,Left,2.24673574325291,63,63,2,r,0
AFCdata_10,b,Left,2.24673574325291,64,-91,-38,r,0
AFCdata_10,b,Left,2.24673574325291,65,-98,12,l,1
AFCdata_10,b,Left,2.24673574325291,66,-25,-8,l,1
AFCdata_10,b,Left,2.24673574325291,67,65,32,l,1
AFCdata_10,b,Left,2.24673574325291,68,-53,2,l,1
AFCdata_10,b,Left,2.24673574325291,69,-93,22,l,1
AFCdata_10,b,Left,2.24673574325291,70,-43,42,l,1
AFCdata_10,b,Left,2.24673574325291,71,-36,-18,r,0
AFCdata_10,b,Left,2.24673574325291,72,-50,-28,r,0
AFCdata_10,b,Left,2.24673574325291,73,32,12,l,1
AFCdata_10,b,Left,2.24673574325291,74,-1,22,l,1
AFCdata_10,b,Left,2.24673574325291,75,-39,-28,r,0
AFCdata_10,b,Left,2.24673574325291,76,12,-8,r,0
AFCdata_10,b,Left,2.24673574325291,77,66,42,l,1
AFCdata_10,b,Left,2.24673574325291,78,102,2,l,1
AFCdata_10,b,Left,2.24673574325291,79,11,-38,r,0
AFCdata_10,b,Left,2.24673574325291,80,-4,-18,r,0
AFCdata_10,b,Left,2.24673574325291,81,64,32,l,1
AFCdata_10,b,Left,2.24673574325291,82,50,2,l,1
