SID,Test,TestLimb,BslDiff,Trial_num,AllStarts,AllStims,AllResponses,BinaryResponses
AFCdata_11,b,Right,0.206609884464797,1,-21,20,r,1
AFCdata_11,b,Right,0.206609884464797,2,25,10,r,1
AFCdata_11,b,Right,0.206609884464797,3,2,40,r,1
AFCdata_11,b,Right,0.206609884464797,4,15,-30,l,0
AFCdata_11,b,Right,0.206609884464797,5,18,-10,l,0
AFCdata_11,b,Right,0.206609884464797,6,-80,-40,l,0
AFCdata_11,b,Right,0.206609884464797,7,-61,-20,l,0
AFCdata_11,b,Right,0.206609884464797,8,-36,0,r,1
AFCdata_11,b,Right,0.206609884464797,9,24,30,r,1
AFCdata_11,b,Right,0.206609884464797,10,14,-10,l,0
AFCdata_11,b,Right,0.206609884464797,11,70,-40,l,0
AFCdata_11,b,Right,0.206609884464797,12,-21,40,r,1
AFCdata_11,b,Right,0.206609884464797,13,29,-20,l,0
AFCdata_11,b,Right,0.206609884464797,14,29,10,l,0
AFCdata_11,b,Right,0.206609884464797,15,11,0,l,0
AFCdata_11,b,Right,0.206609884464797,16,83,30,r,1
AFCdata_11,b,Right,0.206609884464797,17,-42,20,r,1
AFCdata_11,b,Right,0.206609884464797,18,-34,-30,l,0
AFCdata_11,b,Right,0.206609884464797,19,-24,-20,l,0
AFCdata_11,b,Right,0.206609884464797,20,-1,20,r,1
AFCdata_11,b,Right,0.206609884464797,21,56,40,r,1
AFCdata_11,b,Right,0.206609884464797,22,13,-30,l,0
AFCdata_11,b,Right,0.206609884464797,23,21,0,l,0
AFCdata_11,b,Right,0.206609884464797,24,-13,-10,l,0
AFCdata_11,b,Right,0.206609884464797,25,20,-40,l,0
AFCdata_11,b,Right,0.206609884464797,26,24,30,r,1
AFCdata_11,b,Right,0.206609884464797,27,41,10,r,1
AFCdata_11,b,Right,0.206609884464797,28,39,-10,l,0
AFCdata_11,b,Right,0.206609884464797,29,31,30,r,1
AFCdata_11,b,Right,0.206609884464797,30,2,-20,l,0
AFCdata_11,b,Right,0.206609884464797,31,-33,40,r,1
AFCdata_11,b,Right,0.206609884464797,32,70,0,l,0
AFCdata_11,b,Right,0.206609884464797,33,-18,10,l,0
AFCdata_11,b,Right,0.206609884464797,34,-10,20,r,1
AFCdata_11,b,Right,0.206609884464797,35,71,-40,l,0
AFCdata_11,b,Right,0.206609884464797,36,46,-30,l,0
AFCdata_11,b,Right,0.206609884464797,37,24,10,l,0
AFCdata_11,b,Right,0.206609884464797,38,26,0,l,0
AFCdata_11,b,Right,0.206609884464797,39,-21,-30,l,0
AFCdata_11,b,Right,0.206609884464797,40,45,40,r,1
AFCdata_11,b,Right,0.206609884464797,41,55,20,r,1
AFCdata_11,b,Right,0.206609884464797,42,-52,-40,l,0
AFCdata_11,b,Right,0.206609884464797,43,53,30,r,1
AFCdata_11,b,Right,0.206609884464797,44,-28,-10,l,0
AFCdata_11,b,Right,0.206609884464797,45,-44,-20,l,0
AFCdata_11,b,Right,0.206609884464797,46,-46,10,r,1
AFCdata_11,b,Right,0.206609884464797,47,55,20,r,1
AFCdata_11,b,Right,0.206609884464797,48,-55,0,r,1
AFCdata_11,b,Right,0.206609884464797,49,-42,-20,l,0
AFCdata_11,b,Right,0.206609884464797,50,-104,40,r,1
AFCdata_11,b,Right,0.206609884464797,51,-120,30,r,1
AFCdata_11,b,Right,0.206609884464797,52,93,-30,l,0
AFCdata_11,b,Right,0.206609884464797,53,-31,-10,l,0
AFCdata_11,b,Right,0.206609884464797,54,-50,-40,l,0
AFCdata_11,b,Right,0.206609884464797,55,-3,0,r,1
AFCdata_11,b,Right,0.206609884464797,56,-39,-20,l,0
AFCdata_11,b,Right,0.206609884464797,57,-64,-40,l,0
AFCdata_11,b,Right,0.206609884464797,58,-23,10,r,1
AFCdata_11,b,Right,0.206609884464797,59,-34,-10,l,0
AFCdata_11,b,Right,0.206609884464797,60,-72,-30,l,0
AFCdata_11,b,Right,0.206609884464797,61,31,30,r,1
AFCdata_11,b,Right,0.206609884464797,62,41,40,r,1
AFCdata_11,b,Right,0.206609884464797,63,36,20,r,1
