SID,Test,TestLimb,BslDiff,Trial_num,AllStarts,AllStims,AllResponses,BinaryResponses
AFCdata_12,b,Right,-2.3725507243696,1,-16,28,r,1
AFCdata_12,b,Right,-2.3725507243696,2,-61,-42,l,0
AFCdata_12,b,Right,-2.3725507243696,3,-16,-12,r,1
AFCdata_12,b,Right,-2.3725507243696,4,-36,-32,l,0
AFCdata_12,b,Right,-2.3725507243696,5,-39,-22,l,0
AFCdata_12,b,Right,-2.3725507243696,6,-34,38,r,1
AFCdata_12,b,Right,-2.3725507243696,7,-24,-2,l,0
AFCdata_12,b,Right,-2.3725507243696,8,48,8,l,0
AFCdata_12,b,Right,-2.3725507243696,9,-2,18,r,1
AFCdata_12,b,Right,-2.3725507243696,10,-9,28,l,0
AFCdata_12,b,Right,-2.3725507243696,11,-14,-42,r,1
AFCdata_12,b,Right,-2.3725507243696,12,18,-22,l,0
AFCdata_12,b,Right,-2.3725507243696,13,-9,18,r,1
AFCdata_12,b,Right,-2.3725507243696,14,-7,38,r,1
AFCdata_12,b,Right,-2.3725507243696,15,-13,8,l,0
AFCdata_12,b,Right,-2.3725507243696,16,-7,-2,l,0
AFCdata_12,b,Right,-2.3725507243696,17,-9,-32,l,0
AFCdata_12,b,Right,-2.3725507243696,18,-10,-12,l,0
AFCdata_12,b,Right,-2.3725507243696,19,9,8,l,0
AFCdata_12,b,Right,-2.3725507243696,20,0,-22,l,0
AFCdata_12,b,Right,-2.3725507243696,21,-6,28,r,1
AFCdata_12,b,Right,-2.3725507243696,22,-14,-42,l,0
AFCdata_12,b,Right,-2.3725507243696,23,14,38,r,1
AFCdata_12,b,Right,-2.3725507243696,24,54,-12,l,0
AFCdata_12,b,Right,-2.3725507243696,25,80,-32,l,0
AFCdata_12,b,Right,-2.3725507243696,26,-9,-2,l,0
AFCdata_12,b,Right,-2.3725507243696,27,7,18,r,1
AFCdata_12,b,Right,-2.3725507243696,28,-90,-32,l,0
AFCdata_12,b,Right,-2.3725507243696,29,-41,-22,l,0
AFCdata_12,b,Right,-2.3725507243696,30,11,-12,l,0
AFCdata_12,b,Right,-2.3725507243696,31,19,18,r,1
AFCdata_12,b,Right,-2.3725507243696,32,-7,-2,r,1
AFCdata_12,b,Right,-2.3725507243696,33,57,28,r,1
AFCdata_12,b,Right,-2.3725507243696,34,37,8,l,0
AFCdata_12,b,Right,-2.3725507243696,35,18,38,r,1
AFCdata_12,b,Right,-2.3725507243696,36,7,-42,l,0
AFCdata_12,b,Right,-2.3725507243696,37,-54,8,r,1
AFCdata_12,b,Right,-2.3725507243696,38,-24,38,r,1
AFCdata_12,b,Right,-2.3725507243696,39,3,-42,l,0
AFCdata_12,b,Right,-2.3725507243696,40,-4,-2,l,0
AFCdata_12,b,Right,-2.3725507243696,41,-105,28,r,1
AFCdata_12,b,Right,-2.3725507243696,42,-18,18,r,1
AFCdata_12,b,Right,-2.3725507243696,43,-47,-32,l,0
AFCdata_12,b,Right,-2.3725507243696,44,-31,-12,r,1
AFCdata_12,b,Right,-2.3725507243696,45,45,-22,l,0
AFCdata_12,b,Right,-2.3725507243696,46,-93,38,r,1
AFCdata_12,b,Right,-2.3725507243696,47,41,8,r,1
AFCdata_12,b,Right,-2.3725507243696,48,-12,-22,l,0
AFCdata_12,b,Right,-2.3725507243696,49,84,-12,l,0
AFCdata_12,b,Right,-2.3725507243696,50,-44,-32,l,0
AFCdata_12,b,Right,-2.3725507243696,51,37,-2,l,0
AFCdata_12,b,Right,-2.3725507243696,52,94,28,l,0
AFCdata_12,b,Right,-2.3725507243696,53,66,18,r,1
