SID,Test,TestLimb,BslDiff,Trial_num,AllStarts,AllStims,AllResponses,BinaryResponses
AFCdata_25,a,Right,0,1,7,-20,l,0
AFCdata_25,a,Right,0,2,-14,40,r,1
AFCdata_25,a,Right,0,3,62,0,l,0
AFCdata_25,a,Right,0,4,87,30,r,1
AFCdata_25,a,Right,0,5,-30,-30,l,0
AFCdata_25,a,Right,0,6,87,-10,l,0
AFCdata_25,a,Right,0,7,24,20,r,1
AFCdata_25,a,Right,0,8,-55,10,l,0
AFCdata_25,a,Right,0,9,-40,-40,l,0
AFCdata_25,a,Right,0,10,47,0,r,1
AFCdata_25,a,Right,0,11,33,30,r,1
AFCdata_25,a,Right,0,12,-62,40,r,1
AFCdata_25,a,Right,0,13,36,10,r,1
AFCdata_25,a,Right,0,14,-63,-30,l,0
AFCdata_25,a,Right,0,15,-13,-20,l,0
AFCdata_25,a,Right,0,16,26,-10,l,0
AFCdata_25,a,Right,0,17,-5,20,l,0
AFCdata_25,a,Right,0,18,-91,-40,l,0
AFCdata_25,a,Right,0,19,29,30,r,1
AFCdata_25,a,Right,0,20,0,0,r,1
AFCdata_25,a,Right,0,21,-59,-40,r,1
AFCdata_25,a,Right,0,22,4,-20,l,0
AFCdata_25,a,Right,0,23,7,20,r,1
AFCdata_25,a,Right,0,24,18,10,r,1
AFCdata_25,a,Right,0,25,32,-30,l,0
AFCdata_25,a,Right,0,26,-50,-10,l,0
AFCdata_25,a,Right,0,27,51,40,r,1
AFCdata_25,a,Right,0,28,33,-40,l,0
AFCdata_25,a,Right,0,29,42,30,r,1
AFCdata_25,a,Right,0,30,23,-30,l,0
AFCdata_25,a,Right,0,31,-27,0,l,0
AFCdata_25,a,Right,0,32,40,40,r,1
AFCdata_25,a,Right,0,33,-25,-20,l,0
AFCdata_25,a,Right,0,34,93,10,l,0
AFCdata_25,a,Right,0,35,15,20,r,1
AFCdata_25,a,Right,0,36,-35,-10,l,0
AFCdata_25,a,Right,0,37,10,10,l,0
AFCdata_25,a,Right,0,38,-8,40,l,0
AFCdata_25,a,Right,0,39,-10,-10,l,0
AFCdata_25,a,Right,0,40,-37,-30,l,0
AFCdata_25,a,Right,0,41,-31,-40,l,0
AFCdata_25,a,Right,0,42,-1,30,r,1
AFCdata_25,a,Right,0,43,-49,0,r,1
AFCdata_25,a,Right,0,44,63,20,l,0
AFCdata_25,a,Right,0,45,-32,-20,l,0
AFCdata_25,a,Right,0,46,-42,0,r,1
AFCdata_25,a,Right,0,47,-61,-40,l,0
AFCdata_25,a,Right,0,48,-20,-20,l,0
AFCdata_25,a,Right,0,49,-64,30,l,0
AFCdata_25,a,Right,0,50,52,-10,l,0
AFCdata_25,a,Right,0,51,-25,10,l,0
AFCdata_25,a,Right,0,52,20,20,r,1
AFCdata_25,a,Right,0,53,50,40,r,1
AFCdata_25,a,Right,0,54,-19,-30,l,0
AFCdata_25,a,Right,0,55,-78,-10,l,0
AFCdata_25,a,Right,0,56,8,-40,l,0
AFCdata_25,a,Right,0,57,-27,-20,l,0
AFCdata_25,a,Right,0,58,-35,-30,l,0
AFCdata_25,a,Right,0,59,30,30,r,1
AFCdata_25,a,Right,0,60,-2,10,r,1
